text,subject,sumamry,entities,categories,penalties,definition,dates,normativeTipe
"Art. 114. Compete à Justiça do Trabalho processar e julgar: (EC no 20/98 e
EC no 45/2004)
I – as ações oriundas da relação de trabalho, abrangidos os entes de direito público
externo e da administração pública direta e indireta da União, dos Estados, do Distrito
Federal e dos Municípios;
II – as ações que envolvam exercício do direito de greve;
III – as ações sobre representação sindical, entre sindicatos, entre sindicatos e
trabalhadores, e entre sindicatos e empregadores;
IV – os mandados de segurança, habeas corpus e habeas data, quando o ato ques-
tionado envolver matéria sujeita à sua jurisdição;
V – os conflitos de competência entre órgãos com jurisdição trabalhista, ressalvado
o disposto no art. 102, I, “o”;
VI – as ações de indenização por dano moral ou patrimonial, decorrentes da
relação de trabalho;
VII – as ações relativas às penalidades administrativas impostas aos empregadores
pelos órgãos de fiscalização das relações de trabalho;
VIII – a execução, de ofício, das contribuições sociais previstas no art. 195, I, “a”,
e II, e seus acréscimos legais, decorrentes das sentenças que proferir;
IX – outras controvérsias decorrentes da relação de trabalho, na forma da lei.
§ 1o Frustrada a negociação coletiva, as partes poderão eleger árbitros.
§ 2o Recusando-se qualquer das partes à negociação coletiva ou à arbitragem, é fa-
cultado às mesmas, de comum acordo, ajuizar dissídio coletivo de natureza econômica,
podendo a Justiça do Trabalho decidir o conflito, respeitadas as disposições mínimas
legais de proteção ao trabalho, bem como as convencionadas anteriormente.
§ 3o Em caso de greve em atividade essencial, com possibilidade de lesão do interesse
público, o Ministério Público do Trabalho poderá ajuizar dissídio coletivo, competindo
à Justiça do Trabalho decidir o conflito.",Compete à Justiça do Trabalho processar e julgar ações trabalhistas,"A Justiça do Trabalho tem competência para processar e julgar ações relacionadas à relação de trabalho, incluindo","Justiça do Trabalho, União, Estados.","Direito Trabalhista, Direito Processual",Multas. Prisão. Advertências. Execução forçada das contribuições sociais.,1. Artigo (Art.): Refere-se a um dispositivo legal que estabelece regras e normas para uma determinada área do direito,,Decreto
"Art. 115. Os Tribunais Regionais do Trabalho compõem-se de, no mínimo, sete
juízes, recrutados, quando possível, na respectiva região, e nomeados pelo Presidente
da República dentre brasileiros com mais de trinta e menos de sessenta e cinco anos,
sendo: (EC no 24/99 e EC no 45/2004)
I – um quinto dentre advogados com mais de dez anos de efetiva atividade profis-
sional e membros do Ministério Público do Trabalho com mais de dez anos de efetivo
exercício, observado o disposto no art. 94;
II – os demais, mediante promoção de juízes do trabalho por antigüidade e me-
recimento, alternadamente.
Da Organização dos Poderes 77
§ 1o Os Tribunais Regionais do Trabalho instalarão a justiça itinerante, com a reali-
zação de audiências e demais funções de atividade jurisdicional, nos limites territoriais
da respectiva jurisdição, servindo-se de equipamentos públicos e comunitários.
§ 2o Os Tribunais Regionais do Trabalho poderão funcionar descentralizadamente,
constituindo Câmaras regionais, a fim de assegurar o pleno acesso do jurisdicionado à
justiça em todas as fases do processo.",Tribunals Regionários do Trabalho Composição,"Os Tribunais Regionais do Trabalho (TRT) são compostos por pelo menos 7 juízes. Eles devem ser brasileiros com mais de 30 anos e menores de 65 anos, nomeados pelo presidente da República","Tribunais Regionais do Trabalho, Ministério Público do Trabalho.","Direito Trabalhista, Direito Administrativo",Multas -,"1.  Termo: Juízes do Trabalho - São magistrados especializados em direito trabalhista, responsáveis por julgar processos relacionados a questões de trabalho e previdência social",,Decreto
"Art. 116. Nas Varas doTrabalho, a jurisdição será exercida por um juiz singular.
(EC no 24/99)
Parágrafo único. (Revogado)",Jurisdião da Vara do Trabalho Unicáris,"Em Varas do Trabalho, um juiz singular decide casos.","Juiz, Vara do Trabalho.","Direito Trabalhista, Direito Processual",-,"1.  Jurisdição: é a autoridade do Estado para resolver disputas entre cidadãos, em um determinado campo jurídico",12 de março de 1999,Decreto
"Art. 117. (Revogado) (EC no 24/99)
SEÇÃO VI –
Dos Tribunais e Juízes Eleitorais","Tribunal Superior do Trabalho (Revogado) EC nº24/99-12 Março,2000 -  Sección VI Dos Tribunais e Juízes Eleitoral  O texto que foi removido é de saudação ou despedida","O artigo 117 foi revogado pela EC nº 24/99. Ele faz parte da Seção VI, que trata sobre Tribunais e Juízes Eleitorais.","Tribunais, Juízes Eleitorais.","Direito Administrativo, Direito Eleitoral",-,1. EC - Exequível,12 de março de 2021,Decreto
"Art. 118. São órgãos da Justiça Eleitoral:
I – o Tribunal Superior Eleitoral;
II – os Tribunais Regionais Eleitorais;
III – os Juízes Eleitorais;
IV – as Juntas Eleitorais.",Órgãos da Justiça Electoral,Os órgãos da Justiça Eleitoral incluem,"Tribunal Superior Eleitoral, Tribunais Regionais Eleitorais, Juízes Eleitorais e Juntas Eleitorais.","Direito Eleitoral, Direito Processual","Multas, prisão e advertências.","1. Tribunal Superior Eleitoral, órgão máximo da Justiça Eleitoral responsável pela supervisão e coordenação das eleições no Brasil",,Decreto
"Art. 119. O Tribunal Superior Eleitoral compor-se-á, no mínimo, de sete membros,
escolhidos:
I – mediante eleição, pelo voto secreto:
a) três juízes dentre os Ministros do Supremo Tribunal Federal;
b) dois juízes dentre os Ministros do Superior Tribunal de Justiça;
II – por nomeação do Presidente da República, dois juízes dentre seis advogados
de notável saber jurídico e idoneidade moral, indicados pelo Supremo Tribunal Federal.
Parágrafo único. O Tribunal Superior Eleitoral elegerá seu Presidente e o Vice-
-Presidente dentre os Ministros do Supremo Tribunal Federal, e o Corregedor Eleitoral
dentre os Ministros do Superior Tribunal de Justiça.",Tribunal Superior Eleitoral - Composição Mínima,"O Tribunal Superior Eleitoral é composto por pelo menos 7 membros, escolhidos da seguinte forma","Tribunal Superior Eleitoral, Supremo Tribunal Federal, Superior Tribunal de Justiça.","Direito Eleitoral,",Multas.,1.  Termo: Ministros,,Decreto
"Art. 120. Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no
Distrito Federal.
§ 1o Os Tribunais Regionais Eleitorais compor-se-ão:
I – mediante eleição, pelo voto secreto:
a) de dois juízes dentre os desembargadores do Tribunal de Justiça;
b) de dois juízes, dentre juízes de direito, escolhidos pelo Tribunal de Justiça;
II – de um juiz do Tribunal Regional Federal com sede na Capital do Estado ou
no Distrito Federal, ou, não havendo, de juiz federal, escolhido, em qualquer caso, pelo
Tribunal Regional Federal respectivo;
III – por nomeação, pelo Presidente da República, de dois juízes dentre seis
advogados de notável saber jurídico e idoneidade moral, indicados pelo Tribunal de
Justiça.
§ 2o O Tribunal Regional Eleitoral elegerá seu Presidente e o Vice-Presidente dentre
os desembargadores.
78 Constituição da República Federativa do Brasil",Escolha do Juiz para Tribunal Regional Eleitoral,Existem Tribunais Regionais Eleitorais na capital de cada estado e no Distrito Federal. Esses tribunais são compostos por,"Tribunal Regional Eleitoral, Tribunal de Justiça, República Federativa do Brasil.","Direito Eleitoral,","Multas, prisão.","1. Desembargador: juiz que atua na esfera judicial, geralmente em segunda instância",,Decreto
"Art. 121. Lei complementar disporá sobre a organização e competência dos tribunais,
dos juízes de direito e das juntas eleitorais.
§ 1o Os membros dos tribunais, os juízes de direito e os integrantes das juntas eleito-
rais, no exercício de suas funções, e no que lhes for aplicável, gozarão de plenas garantias
e serão inamovíveis.
§ 2o Os juízes dos tribunais eleitorais, salvo motivo justificado, servirão por dois anos,
no mínimo, e nunca por mais de dois biênios consecutivos, sendo os substitutos esco-
lhidos na mesma ocasião e pelo mesmo processo, em número igual para cada categoria.
§ 3o São irrecorríveis as decisões do Tribunal Superior Eleitoral, salvo as que contra-
riarem esta Constituição e as denegatórias de habeas corpus ou mandado de segurança.
§ 4o Das decisões dos Tribunais Regionais Eleitorais somente caberá recurso quando:
I – forem proferidas contra disposição expressa desta Constituição ou de lei;
II – ocorrer divergência na interpretação de lei entre dois ou mais tribunais eleitorais;
III – versarem sobre inelegibilidade ou expedição de diplomas nas eleições federais
ou estaduais;
IV – anularem diplomas ou decretarem a perda de mandatos eletivos federais ou
estaduais;
V – denegarem habeas corpus, mandado de segurança, habeas data ou mandado
de injunção.
SEÇÃO VII –
Dos Tribunais e Juízes Militares",Organização e Competência dos Tribunais,Aqui está um resumo do artigo,"Tribunais, Juízes, Juntas Eleitorais.","Direito Eleitoral,",Multas.,"1. Inamovibilidade: direito que garante à pessoa, especialmente ao juiz, a imunidade contra demissão do cargo sem justa causa",,Lei Complementar
"Art. 122. São órgãos da Justiça Militar:
I – o Superior Tribunal Militar;
II – os Tribunais e Juízes Militares instituídos por lei.",Órgãos da Justiça Military,"O artigo 122 define os órgãos da Justiça Militar, incluindo","Superior Tribunal Militar, Tribunais e Juízes Militares.","Direito Constitucional, Direito Penal",-,"1. Superior Tribunal Militar, é a instância superior da Justiça Militar que tem competência para julgar recursos dos Tribunais e Juízes Militares",,Decreto
"Art. 123. O Superior Tribunal Militar compor-se-á de quinze Ministros vitalícios,
nomeados pelo Presidente da República, depois de aprovada a indicação pelo Senado
Federal, sendo três dentre oficiais-generais da Marinha, quatro dentre oficiais-generais
do Exército, três dentre oficiais-generais da Aeronáutica, todos da ativa e do posto mais
elevado da carreira, e cinco dentre civis.
Parágrafo único. Os Ministros civis serão escolhidos pelo Presidente da República
dentre brasileiros maiores de trinta e cinco anos, sendo:
I – três dentre advogados de notório saber jurídico e conduta ilibada, com mais
de dez anos de efetiva atividade profissional;
II – dois, por escolha paritária, dentre juízes auditores e membros do Ministério
Público da Justiça Militar.",Superior Tribunal Militar Composição,"O Superior Tribunal Militar é composto por 15 ministros. Esses ministros são nomeados pelo presidente da República, após aprovação do Senado Federal","Superior Tribunal Militar, Senado Federal, Exército, Marinha, Aeronáutica, Ministério Público da Justiça Militar.","Direito Constitucional, Direito Administrativo",Multas.,"1.  Ministros vitalícios: São juízes que servem ao longo toda a vida, sem possibilidade de renúncia ou remoção pelo poder executivo",,Decreto
